p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	aln	tcas	D.Symbol	D.Name	tcas_name	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC0120535	3.81560112668739e-14	0.489376986392201	0.36	0.258	4.03957691282394e-10	11	TcasGA2-TC012053	TcasGA2_TC012053	gnl|WGS:AAJJ|TC012053-PA	CG12179	uncharacterized protein Dmel_CG12179, isoform C	TcasGA2-TC012053	CM000284.3	7058538	7065507	6970	-	hypothetical protein	9
TcasGA2-TC0032174	2.80269930410961e-13	0.30873266683224	0.423	0.318	2.96721775326085e-09	11	TcasGA2-TC003217	TcasGA2_TC003217	gnl|WGS:AAJJ|TC003217-PA	CG31802	uncharacterized protein Dmel_CG31802	TcasGA2-TC003217	CM000278.3	29231	30714	1484	-	hypothetical protein	3
TcasGA2-TC0077812	3.75918993325872e-13	0.451159043508279	0.265	0.171	3.97985438234101e-09	11	TcasGA2-TC007781	TcasGA2_TC007781	gnl|WGS:AAJJ|TC007781-PA	Agpat4	1-Acylglycerol-3-phosphate O-acyltransferase 4, isoform C	TcasGA2-TC007781	CM000279.2	84601	89333	4733	-	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1-like Protein	4
TcasGA2-TC0311054	6.7043872946313e-13	0.426984980813322	0.339	0.24	7.09793482882616e-09	11	TcasGA2-TC031105	TcasGA2_TC031105	gnl|WGS:AAJJ|TC031105-PA	Cep135	centrosomal protein 135kDa, isoform A	TcasGA2-TC031105	CM000279.2	6146528	6160177	13650	+	hypothetical protein	4
TcasGA2-TC0140081	1.43534117114647e-12	0.548128900703489	0.25	0.16	1.51959569789277e-08	11	TcasGA2-TC014008	TcasGA2_TC014008	gnl|WGS:AAJJ|TC014008-PA	CG6236	uncharacterized protein Dmel_CG6236, isoform A	TcasGA2-TC014008	CM000280.3	4030741	4035864	5124	+	hypothetical protein	5
TcasGA2-TC0112052	2.10513594162338e-12	0.542481189789257	0.281	0.192	2.22870742139668e-08	11	TcasGA2-TC011205	TcasGA2_TC011205	gnl|WGS:AAJJ|TC011205-PA	lili	lilipod, isoform B	TcasGA2-TC011205	CM000285.3	2319167	2332060	12894	-	Protein LMBR1L-like Protein	10
TcasGA2-TC0105934	2.26083326798439e-12	0.500589427122785	0.326	0.233	2.39354418081507e-08	11	TcasGA2-TC010593	TcasGA2_TC010593	gnl|WGS:AAJJ|TC010593-PA	pug	pugilist, isoform D	TcasGA2-TC010593	CM000282.3	5374997	5380763	5767	-	C-1-tetrahydrofolate synthase, cytoplasmic-like Protein	7
TcasGA2-TC0063443	3.1630416197082e-12	0.25426963830115	0.469	0.353	3.34871216278507e-08	11	TcasGA2-TC006344	TcasGA2_TC006344	gnl|WGS:AAJJ|TC006344-PA	CG8460	uncharacterized protein Dmel_CG8460	TcasGA2-TC006344	CM000283.3	7531072	7533406	2335	+	Chitinase domain-containing protein 1-like Protein	8
TcasGA2-TC0157604	3.77806639202912e-12	0.306931218214839	0.437	0.33	3.99983888924123e-08	11	TcasGA2-TC015760	TcasGA2_TC015760	gnl|WGS:AAJJ|TC015760-PA	CG32436	uncharacterized protein Dmel_CG32436	TcasGA2-TC015760	CM000281.3	7583403	7591799	8397	+	hypothetical protein	6
TcasGA2-TC0324374	3.95186121431931e-12	0.419648922883761	0.311	0.22	4.18383546759985e-08	11	TcasGA2-TC032437	TcasGA2_TC032437	gnl|WGS:AAJJ|TC032437-PA	Ctl1	choline transporter-like 1, isoform B	TcasGA2-TC032437	CM000278.3	9101901	9104269	2369	+	Choline transporter-like protein 1	3
TcasGA2-TC0144162	7.89505458042599e-12	0.488965324605807	0.276	0.188	8.35849428429699e-08	11	TcasGA2-TC014416	TcasGA2_TC014416	gnl|WGS:AAJJ|TC014416-PA	Su(dx)	suppressor of deltex, isoform F	TcasGA2-TC014416	CM000280.3	10227177	10231711	4535	+	E3 ubiquitin-protein ligase Su(dx)-like Protein	5
TcasGA2-TC0348594	8.10355726490869e-12	0.283210759698183	0.482	0.369	8.57923607635883e-08	11	TcasGA2-TC034859	TcasGA2_TC034859	gnl|WGS:AAJJ|TC034859-PA	CG30429	uncharacterized protein Dmel_CG30429	TcasGA2-TC034859	CM000284.3	1735812	1742791	6980	-	MORN repeat-containing protein 3-like protein	9
TcasGA2-TC0020774	1.47233935782132e-11	0.29300639177763	0.337	0.244	1.55876567812543e-07	11	TcasGA2-TC002077	TcasGA2_TC002077	gnl|WGS:AAJJ|TC002077-PA	Hat1	histone acetyltransferase 1, isoform A	TcasGA2-TC002077	CM000285.3	6159568	6161576	2009	+	Histone acetyltransferase type B catalytic subunit-like Protein	10
TcasGA2-TC0314455	1.13544809977098e-10	0.310583388358009	0.373	0.285	1.20209890322753e-06	11	TcasGA2-TC031445	TcasGA2_TC031445	gnl|WGS:AAJJ|TC031445-PA	CG9657	uncharacterized protein Dmel_CG9657, isoform B	TcasGA2-TC031445	CM000285.3	6750330	6775376	25047	+	hypothetical protein	10
TcasGA2-TC0078472	2.00710621443797e-10	0.379271914957927	0.284	0.202	2.12492334922548e-06	11	TcasGA2-TC007847	TcasGA2_TC007847	gnl|WGS:AAJJ|TC007847-PA	CG12795	uncharacterized protein Dmel_CG12795	TcasGA2-TC007847	CM000279.2	1395761	1396836	1076	+	AN1-type zinc finger protein 2B-like Protein	4
TcasGA2-TC0115625	4.73558902764218e-10	0.317198616120044	0.389	0.299	5.01356810356478e-06	11	TcasGA2-TC011562	TcasGA2_TC011562	gnl|WGS:AAJJ|TC011562-PA	Dip-C	dipeptidase C, isoform B	TcasGA2-TC011562	KQ971866.1	95336	104324	8989	+	Xaa-Pro dipeptidase-like Protein	NA
TcasGA2-TC0148845	5.23369656932418e-10	0.318420630001082	0.308	0.225	5.54091455794351e-06	11	TcasGA2-TC014884	TcasGA2_TC014884	gnl|WGS:AAJJ|TC014884-PA	Su(H)	suppressor of hairless, isoform C	TcasGA2-TC014884	CM000281.3	9151235	9152616	1382	-	hypothetical protein	6
TcasGA2-TC0024223	1.28003009339144e-09	0.308255278879408	0.35	0.27	1.35516785987352e-05	11	TcasGA2-TC002422	TcasGA2_TC002422	gnl|WGS:AAJJ|TC002422-PA	Cp110	centriolar coiled coil protein 110kDa, isoform D	TcasGA2-TC002422	CM000278.3	28747228	28749571	2344	+	hypothetical protein	3
TcasGA2-TC0026443	8.88065197956103e-09	0.281346644169662	0.255	0.183	9.40194625076126e-05	11	TcasGA2-TC002644	TcasGA2_TC002644	gnl|WGS:AAJJ|TC002644-PA	CG11474	uncharacterized protein Dmel_CG11474, isoform A	TcasGA2-TC002644	CM000278.3	16569265	16573554	4290	+	UPF0364 protein C6orf211 homolog-like Protein	3
TcasGA2-TC0319063	7.5302805403045e-287	2.0649511865737	1	0.37	7.97230800802037e-283	12	TcasGA2-TC031906	TcasGA2_TC031906	gnl|WGS:AAJJ|TC031906-PA	spz	spatzle, isoform B	TcasGA2-TC031906	KQ972136.1	8612	13534	4923	-	hypothetical protein	NA
TcasGA2-TC0090354	2.84195884220873e-211	1.49684111783853	0.988	0.585	3.00878182624638e-207	12	TcasGA2-TC009035	TcasGA2_TC009035	gnl|WGS:AAJJ|TC009035-PA	betaTub56D	beta-Tubulin at 56D, isoform B	TcasGA2-TC009035	CM000282.3	8322587	8324358	1772	-	Tubulin beta-1 chain-like Protein	7
TcasGA2-TC0027615	6.90304197202215e-142	1.23841154985281	0.997	0.546	7.30825053577985e-138	12	TcasGA2-TC002761	TcasGA2_TC002761	gnl|WGS:AAJJ|TC002761-PA	CG17377	uncharacterized protein Dmel_CG17377, isoform E	TcasGA2-TC002761	CM000278.3	12199123	12201744	2622	-	hypothetical protein	3
TcasGA2-TC0350326	3.22398697712333e-141	1.23158092431501	1	1	3.41323501268047e-137	12	TcasGA2-TC035032	TcasGA2_TC035032	gnl|WGS:AAJJ|TC035032-PA	CG14762	uncharacterized protein Dmel_CG14762, isoform B	TcasGA2-TC035032	KQ973088.1	575	1143	569	+	hypothetical protein	NA
TcasGA2-TC0349896	3.40111422982738e-83	0.824767559989391	1	0.993	3.60075963511825e-79	12	TcasGA2-TC034989	TcasGA2_TC034989	gnl|WGS:AAJJ|TC034989-PA	dgo	diego, isoform A	TcasGA2-TC034989	KQ972548.1	8056	8910	855	+	hypothetical protein	NA
TcasGA2-TC0349666	2.14738391877123e-51	1.11888209362232	0.769	0.646	2.2734353548031e-47	12	TcasGA2-TC034966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC0125073	1.26452653298789e-20	0.261191405338366	0.111	0.331	1.33875424047428e-16	12	TcasGA2-TC012507	TcasGA2_TC012507	gnl|WGS:AAJJ|TC012507-PA	mrj	mrj, isoform A	TcasGA2-TC012507	CM000284.3	9580755	9589316	8562	+	DnaJ protein homolog 1-like Protein	9
TcasGA2-TC0349656	8.62954732554249e-19	0.58473094819538	0.739	0.835	9.13610175355183e-15	12	TcasGA2-TC034965	TcasGA2_TC034965	gnl|WGS:AAJJ|TC034965-PA	Oseg5	outer segment 5	TcasGA2-TC034965	KQ972128.1	3715	11916	8202	+	hypothetical protein	NA
TcasGA2-TC0336192	4.27451492201716e-15	0.397224396076151	0.138	0.335	4.52542894793957e-11	12	TcasGA2-TC033619	TcasGA2_TC033619	gnl|WGS:AAJJ|TC033619-PA	CG6123	uncharacterized protein Dmel_CG6123, isoform B	TcasGA2-TC033619	CM000282.3	4113574	4116278	2705	-	hypothetical protein	7
TcasGA2-TC0300481	6.22920028811043e-15	1.16965024281385	0.275	0.165	6.59485434502251e-11	12	TcasGA2-TC030048	TcasGA2_TC030048	gnl|WGS:AAJJ|TC030048-PA	COX8	cytochrome c oxidase subunit 8, isoform B	TcasGA2-TC030048	CM000282.3	12706544	12706933	390	-	hypothetical protein	7
TcasGA2-TC0044961	8.91108461654579e-15	1.09152207788257	0.254	0.146	9.43416528353703e-11	12	TcasGA2-TC004496	TcasGA2_TC004496	gnl|WGS:AAJJ|TC004496-PA	FANCI	fanconi anemia complementation group I	TcasGA2-TC004496	CM000277.3	3752373	3758780	6408	-	Fanconi anemia group I protein homolog-like Protein	2
TcasGA2-TC0344545	3.50452028175742e-13	0.384197493703561	0.124	0.295	3.71023562229658e-09	12	TcasGA2-TC034454	TcasGA2_TC034454	gnl|WGS:AAJJ|TC034454-PA	brp	bruchpilot, isoform J	TcasGA2-TC034454	CM000284.3	14660206	14662543	2338	+	hypothetical protein	9
TcasGA2-TC0091514	1.42202886249448e-10	0.312544816510697	0.124	0.271	1.50550195672291e-06	12	TcasGA2-TC009151	TcasGA2_TC009151	gnl|WGS:AAJJ|TC009151-PA	CG8405	uncharacterized protein Dmel_CG8405, isoform B	TcasGA2-TC009151	CM000282.3	3745728	3785955	40228	-	hypothetical protein	7
TcasGA2-TC0331954	9.95601575135661e-10	0.544064330284154	0.202	0.396	1.05404338759612e-05	12	TcasGA2-TC033195	TcasGA2_TC033195	gnl|WGS:AAJJ|TC033195-PA	kdn	knockdown, isoform B	TcasGA2-TC033195	CM000280.3	12140218	12143962	3745	+	putative citrate synthase, mitochondrial-like Protein	5
TcasGA2-TC0011255	4.12417437225447e-09	0.513456003263347	0.124	0.259	4.36626340790581e-05	12	TcasGA2-TC001125	TcasGA2_TC001125	gnl|WGS:AAJJ|TC001125-PA	UQCR-6.4	Ubiquinol-cytochrome c reductase 6.4 kDa subunit, isoform B	TcasGA2-TC001125	CM000277.3	11345882	11346977	1096	+	hypothetical protein	2
TcasGA2-TC0323164	1.22848951229233e-07	0.327675613818936	0.24	0.427	0.00130060184666389	12	TcasGA2-TC032316	TcasGA2_TC032316	gnl|WGS:AAJJ|TC032316-PA	sdk	sidekick, isoform E	TcasGA2-TC032316	CM000278.3	1300667	1301825	1159	-	hypothetical protein	3
TcasGA2-TC0317006	1.47828362743748e-05	0.327868802198919	0.712	0.861	0.156505887636806	12	TcasGA2-TC031700	TcasGA2_TC031700	gnl|WGS:AAJJ|TC031700-PA	lola	longitudinals lacking, isoform C	TcasGA2-TC031700	KQ972822.1	1	12214	12214	-	hypothetical protein	NA
TcasGA2-TC0076702	4.15391299389948e-05	0.923049906973742	0.333	0.302	0.439774768664138	12	TcasGA2-TC007670	TcasGA2_TC007670	gnl|WGS:AAJJ|TC007670-PA	ProtA	protamine A, isoform B	TcasGA2-TC007670	CM000279.2	1102778	1103195	418	-	hypothetical protein	4
TcasGA2-TC0310236	0.0011312342701529	0.720230217553332	0.254	0.396	1	12	TcasGA2-TC031023	TcasGA2_TC031023	gnl|WGS:AAJJ|TC031023-PA	COX6B	cytochrome c oxidase subunit 6B, isoform D	TcasGA2-TC031023	CM000278.3	1004569	1006106	1538	+	hypothetical protein	3
TcasGA2-TC0344326	0.00213156026552017	0.719934802837119	0.176	0.268	1	12	TcasGA2-TC034432	TcasGA2_TC034432	gnl|WGS:AAJJ|TC034432-PA	Akap200	A kinase anchor protein 200, isoform E	TcasGA2-TC034432	CM000284.3	13150800	13168420	17621	+	hypothetical protein	9
TcasGA2-TC0070855	0.00218338300662531	0.499090492423427	0.297	0.452	1	12	TcasGA2-TC007085	TcasGA2_TC007085	gnl|WGS:AAJJ|TC007085-PA	CG45546	uncharacterized protein Dmel_CG45546	TcasGA2-TC007085	CM000279.2	9890105	9890650	546	-	hypothetical protein	4
TcasGA2-TC0061093	0.00611454443986879	0.953824445257329	0.302	0.298	1	12	TcasGA2-TC006109	TcasGA2_TC006109	gnl|WGS:AAJJ|TC006109-PA	14-3-3epsilon	14-3-3epsilon, isoform C	TcasGA2-TC006109	CM000283.3	2525028	2532762	7735	+	14-3-3 protein epsilon-like Protein	8
TcasGA2-TC0090355	5.91748324557433e-270	1.81387176381794	0.991	0.585	6.26483951208954e-266	13	TcasGA2-TC009035	TcasGA2_TC009035	gnl|WGS:AAJJ|TC009035-PA	betaTub56D	beta-Tubulin at 56D, isoform B	TcasGA2-TC009035	CM000282.3	8322587	8324358	1772	-	Tubulin beta-1 chain-like Protein	7
TcasGA2-TC0349897	9.47668444249982e-111	1.02211966320262	0.993	0.994	1.00329658192746e-106	13	TcasGA2-TC034989	TcasGA2_TC034989	gnl|WGS:AAJJ|TC034989-PA	dgo	diego, isoform A	TcasGA2-TC034989	KQ972548.1	8056	8910	855	+	hypothetical protein	NA
TcasGA2-TC0350327	2.40883734957284e-72	0.679700936236872	1	1	2.55023610199277e-68	13	TcasGA2-TC035032	TcasGA2_TC035032	gnl|WGS:AAJJ|TC035032-PA	CG14762	uncharacterized protein Dmel_CG14762, isoform B	TcasGA2-TC035032	KQ973088.1	575	1143	569	+	hypothetical protein	NA
TcasGA2-TC0327224	3.43645721179778e-26	0.326767827227285	0.057	0.273	3.63817725013031e-22	13	TcasGA2-TC032722	TcasGA2_TC032722	gnl|WGS:AAJJ|TC032722-PA	CG5157	uncharacterized protein Dmel_CG5157	TcasGA2-TC032722	CM000279.2	83135	83992	858	+	Cytochrome b5-like Protein	4
TcasGA2-TC0150694	3.53777649463603e-25	0.299410712996262	0.066	0.282	3.74544397487117e-21	13	TcasGA2-TC015069	TcasGA2_TC015069	gnl|WGS:AAJJ|TC015069-PA	CG31715	uncharacterized protein Dmel_CG31715, isoform A	TcasGA2-TC015069	CM000281.3	3832426	3833122	697	-	Tankyrase-like Protein	6
TcasGA2-TC0082373	8.73665635867326e-24	0.267121813474516	0.112	0.358	9.24949808692738e-20	13	TcasGA2-TC008237	TcasGA2_TC008237	gnl|WGS:AAJJ|TC008237-PA	Fer1HCH	ferritin 1 heavy chain homologue, isoform J	TcasGA2-TC008237	CM000279.2	7114535	7115499	965	+	Soma ferritin-like Protein	4
TcasGA2-TC0336193	1.10075830681129e-21	0.392874590906787	0.109	0.337	1.16537281942111e-17	13	TcasGA2-TC033619	TcasGA2_TC033619	gnl|WGS:AAJJ|TC033619-PA	CG6123	uncharacterized protein Dmel_CG6123, isoform B	TcasGA2-TC033619	CM000282.3	4113574	4116278	2705	-	hypothetical protein	7
TcasGA2-TC0124254	5.08442956908805e-19	0.401931276251193	0.119	0.336	5.38288558479352e-15	13	TcasGA2-TC012425	TcasGA2_TC012425	gnl|WGS:AAJJ|TC012425-PA	mge	maggie, isoform A	TcasGA2-TC012425	CM000284.3	7171885	7172881	997	+	Mitochondrial import receptor subunit TOM22 homolog-like Protein	9
TcasGA2-TC0341624	8.88274456002005e-19	0.474767408458224	0.147	0.384	9.40416166569323e-15	13	TcasGA2-TC034162	TcasGA2_TC034162	gnl|WGS:AAJJ|TC034162-PA	cac	cacophony, isoform M	TcasGA2-TC034162	CM000283.3	12728226	12731406	3181	+	hypothetical protein	8
TcasGA2-TC0074514	1.02898913247079e-18	0.434671645798416	0.088	0.28	1.08939079454683e-14	13	TcasGA2-TC007451	TcasGA2_TC007451	gnl|WGS:AAJJ|TC007451-PA	dap	dacapo	TcasGA2-TC007451	CM000279.2	4308507	4309900	1394	-	Cyclin-dependent kinase inhibitor 1-like Protein	4
TcasGA2-TC0331955	5.72148238279911e-17	0.493357159066439	0.162	0.398	6.05733339866941e-13	13	TcasGA2-TC033195	TcasGA2_TC033195	gnl|WGS:AAJJ|TC033195-PA	kdn	knockdown, isoform B	TcasGA2-TC033195	CM000280.3	12140218	12143962	3745	+	putative citrate synthase, mitochondrial-like Protein	5
TcasGA2-TC0315895	1.58693048091331e-16	0.293386205121718	0.097	0.278	1.68008330014292e-12	13	TcasGA2-TC031589	TcasGA2_TC031589	gnl|WGS:AAJJ|TC031589-PA	CG3995	uncharacterized protein Dmel_CG3995	TcasGA2-TC031589	KQ971637.1	88903	128059	39157	-	hypothetical protein	NA
TcasGA2-TC0349657	6.14782098196033e-16	0.68554828414461	0.691	0.838	6.5086980736014e-12	13	TcasGA2-TC034965	TcasGA2_TC034965	gnl|WGS:AAJJ|TC034965-PA	Oseg5	outer segment 5	TcasGA2-TC034965	KQ972128.1	3715	11916	8202	+	hypothetical protein	NA
TcasGA2-TC0011256	2.20083744595365e-15	0.393837520344969	0.092	0.26	2.33002660403113e-11	13	TcasGA2-TC001125	TcasGA2_TC001125	gnl|WGS:AAJJ|TC001125-PA	UQCR-6.4	Ubiquinol-cytochrome c reductase 6.4 kDa subunit, isoform B	TcasGA2-TC001125	CM000277.3	11345882	11346977	1096	+	hypothetical protein	2
TcasGA2-TC0075872	1.0629214931306e-14	0.352931643702179	0.123	0.309	1.12531498477737e-10	13	TcasGA2-TC007587	TcasGA2_TC007587	gnl|WGS:AAJJ|TC007587-PA	TwdlS	TweedleS	TcasGA2-TC007587	CM000279.2	2757739	2758572	834	-	hypothetical protein	4
TcasGA2-TC0323165	8.74915209379979e-13	0.37574303071737	0.202	0.429	9.26272732170584e-09	13	TcasGA2-TC032316	TcasGA2_TC032316	gnl|WGS:AAJJ|TC032316-PA	sdk	sidekick, isoform E	TcasGA2-TC032316	CM000278.3	1300667	1301825	1159	-	hypothetical protein	3
TcasGA2-TC0061555	1.62276479983772e-12	0.522146651690808	0.111	0.27	1.71802109358819e-08	13	TcasGA2-TC006155	TcasGA2_TC006155	gnl|WGS:AAJJ|TC006155-PA	LKRSDH	lysine ketoglutarate reductase/saccharopine dehydrogenase, isoform B	TcasGA2-TC006155	CM000283.3	3937791	3938381	591	+	hypothetical protein	8
TcasGA2-TC0349667	4.61310199849385e-12	0.722826717141141	0.622	0.652	4.88389108580544e-08	13	TcasGA2-TC034966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TcasGA2-TC0091515	4.13268863923512e-11	0.412866516300774	0.119	0.271	4.37527746235822e-07	13	TcasGA2-TC009151	TcasGA2_TC009151	gnl|WGS:AAJJ|TC009151-PA	CG8405	uncharacterized protein Dmel_CG8405, isoform B	TcasGA2-TC009151	CM000282.3	3745728	3785955	40228	-	hypothetical protein	7
TcasGA2-TC0310237	8.15232204507672e-10	0.622931327734851	0.202	0.398	8.63086334912272e-06	13	TcasGA2-TC031023	TcasGA2_TC031023	gnl|WGS:AAJJ|TC031023-PA	COX6B	cytochrome c oxidase subunit 6B, isoform D	TcasGA2-TC031023	CM000278.3	1004569	1006106	1538	+	hypothetical protein	3
TcasGA2-TC0331635	2.41535182158258e-09	0.330877207615722	0.25	0.47	2.55713297350948e-05	13	TcasGA2-TC033163	TcasGA2_TC033163	gnl|WGS:AAJJ|TC033163-PA	CG32679	uncharacterized protein Dmel_CG32679	TcasGA2-TC033163	CM000280.3	10406307	10407420	1114	+	CRISP/Allergen/PR-1-like Protein	5
TcasGA2-TC0344327	2.7123826511022e-08	0.631328768492887	0.135	0.269	0.00028715995127219	13	TcasGA2-TC034432	TcasGA2_TC034432	gnl|WGS:AAJJ|TC034432-PA	Akap200	A kinase anchor protein 200, isoform E	TcasGA2-TC034432	CM000284.3	13150800	13168420	17621	+	hypothetical protein	9
TcasGA2-TC0070856	3.93211294552088e-08	0.521040543434565	0.245	0.454	0.000416292797542296	13	TcasGA2-TC007085	TcasGA2_TC007085	gnl|WGS:AAJJ|TC007085-PA	CG45546	uncharacterized protein Dmel_CG45546	TcasGA2-TC007085	CM000279.2	9890105	9890650	546	-	hypothetical protein	4
TcasGA2-TC0124435	8.74211906334542e-05	0.568693631998321	0.18	0.296	0.925528145236379	13	TcasGA2-TC012443	TcasGA2_TC012443	gnl|WGS:AAJJ|TC012443-PA	BI-1	Bax Inhibitor-1, isoform A	TcasGA2-TC012443	CM000284.3	7480875	7482200	1326	+	putative Bax inhibitor 1-like Protein	9
TcasGA2-TC0317007	0.000139469590163351	0.376764010870332	0.668	0.863	1	13	TcasGA2-TC031700	TcasGA2_TC031700	gnl|WGS:AAJJ|TC031700-PA	lola	longitudinals lacking, isoform C	TcasGA2-TC031700	KQ972822.1	1	12214	12214	-	hypothetical protein	NA
TcasGA2-TC0336713	8.54590622446742e-138	1.02372829413356	0.998	0.649	9.04755091984366e-134	14	TcasGA2-TC033671	TcasGA2_TC033671	gnl|WGS:AAJJ|TC033671-PA	Jupiter	jupiter, isoform I	TcasGA2-TC033671	CM000282.3	6947737	6992885	45149	-	hypothetical protein	7
TcasGA2-TC0331284	3.47308163120522e-132	1.0368445315757	0.995	0.575	3.67695152295696e-128	14	TcasGA2-TC033128	TcasGA2_TC033128	gnl|WGS:AAJJ|TC033128-PA	Ttc19	tetratricopeptide repeat domain 19	TcasGA2-TC033128	CM000280.3	9029821	9031785	1965	+	Tetratricopeptide repeat protein 19 homolog, mitochondrial-like Protein	5
TcasGA2-TC0024723	3.60334261704407e-126	1.01833732228979	0.917	0.424	3.81485882866456e-122	14	TcasGA2-TC002472	TcasGA2_TC002472	gnl|WGS:AAJJ|TC002472-PA	Unr	upstream of N-ras, isoform C	TcasGA2-TC002472	CM000278.3	27786741	27818315	31575	-	Cold shock domain-containing protein E1-like Protein	3
TcasGA2-TC0027735	4.15861993668934e-120	0.890277819724618	1	0.626	4.40273092697301e-116	14	TcasGA2-TC002773	TcasGA2_TC002773	gnl|WGS:AAJJ|TC002773-PA	LManIII	lysosomal alpha-mannosidase III, isoform B	TcasGA2-TC002773	CM000278.3	11812877	11844923	32047	-	hypothetical protein	3
TcasGA2-TC0326133	7.05322739457011e-120	0.907201511806926	0.899	0.405	7.46725184263138e-116	14	TcasGA2-TC032613	TcasGA2_TC032613	gnl|WGS:AAJJ|TC032613-PA	Muc11A	mucin 11A	TcasGA2-TC032613	CM000278.3	20339801	20341877	2077	-	hypothetical protein	3
TcasGA2-TC0067033	2.24083781484855e-118	0.972978739155646	0.986	0.473	2.37237499458016e-114	14	TcasGA2-TC006703	TcasGA2_TC006703	gnl|WGS:AAJJ|TC006703-PA	Bsg25D	Blastoderm-specific gene 25D, isoform C	TcasGA2-TC006703	CM000283.3	13080287	13082097	1811	+	hypothetical protein	8
TcasGA2-TC0035143	2.11317864974435e-116	0.968803080816176	0.988	0.467	2.23722223648434e-112	14	TcasGA2-TC003514	TcasGA2_TC003514	gnl|WGS:AAJJ|TC003514-PA	brp	bruchpilot, isoform J	TcasGA2-TC003514	CM000278.3	6157870	6159805	1936	+	hypothetical protein	3
TcasGA2-TC0346323	1.0470401675469e-114	0.938886442310055	0.944	0.441	1.1085014253819e-110	14	TcasGA2-TC034632	TcasGA2_TC034632	gnl|WGS:AAJJ|TC034632-PA	insc	inscuteable	TcasGA2-TC034632	CM000278.3	26281379	26285476	4098	-	hypothetical protein	3
TcasGA2-TC0091995	1.90101711918721e-112	0.953477923502014	0.984	0.496	2.0126068240835e-108	14	TcasGA2-TC009199	TcasGA2_TC009199	gnl|WGS:AAJJ|TC009199-PA	Ppi1	protein phosphatase 1c interacting protein 1, isoform B	TcasGA2-TC009199	CM000282.3	3230325	3235734	5410	-	hypothetical protein	7
TcasGA2-TC0145503	1.55967417220251e-110	0.879403731046516	0.822	0.359	1.6512270461108e-106	14	TcasGA2-TC014550	TcasGA2_TC014550	gnl|WGS:AAJJ|TC014550-PA	Trc8	TRC8 ring finger protein, isoform E	TcasGA2-TC014550	CM000280.3	11519481	11520658	1178	+	hypothetical protein	5
TcasGA2-TC0015293	9.93813544749726e-110	0.867482685403706	0.937	0.43	1.05215039982654e-105	14	TcasGA2-TC001529	TcasGA2_TC001529	gnl|WGS:AAJJ|TC001529-PA	Doa	darkener of apricot, isoform P	TcasGA2-TC001529	CM000285.3	3031193	3035387	4195	-	Serine/threonine-protein kinase Doa-like Protein	10
TcasGA2-TC0119133	2.47877589925849e-109	0.976112371097507	0.991	0.516	2.62428004454497e-105	14	TcasGA2-TC011913	TcasGA2_TC011913	gnl|WGS:AAJJ|TC011913-PA	Sfxn1-3	sideroflexin 1/3, isoform A	TcasGA2-TC011913	CM000284.3	11732035	11733732	1698	-	Sideroflexin-3-like Protein	9
TcasGA2-TC0039075	2.86104948270834e-106	0.82272075926576	0.995	0.636	3.02899308734332e-102	14	TcasGA2-TC003907	TcasGA2_TC003907	gnl|WGS:AAJJ|TC003907-PA	Gbs-70E	glycogen binding subunit 70E, isoform A	TcasGA2-TC003907	CM000278.3	26506623	26510936	4314	+	hypothetical protein	3
TcasGA2-TC0003195	3.98926822567016e-105	0.857466396103095	0.991	0.535	4.223438270517e-101	14	TcasGA2-TC000319	TcasGA2_TC000319	gnl|WGS:AAJJ|TC000319-PA	Hex-A	hexokinase A, isoform A	TcasGA2-TC000319	CM000277.3	13070823	13077473	6651	-	Hexokinase type 2-like Protein	2
TcasGA2-TC0329483	4.93577810774441e-105	0.82176681884428	1	0.669	5.225508282669e-101	14	TcasGA2-TC032948	TcasGA2_TC032948	gnl|WGS:AAJJ|TC032948-PA	Pkn	protein kinase N, isoform E	TcasGA2-TC032948	CM000279.2	9651533	9652785	1253	+	hypothetical protein	4
TcasGA2-TC0060275	7.92875824669466e-104	0.584553938197898	1	0.939	8.39417635577563e-100	14	TcasGA2-TC006027	TcasGA2_TC006027	gnl|WGS:AAJJ|TC006027-PA	CG2127	uncharacterized protein Dmel_CG2127, isoform A	TcasGA2-TC006027	CM000283.3	2835152	2837093	1942	-	hypothetical protein	8
